zone_id,hour,time_sin,time_cos,is_weekend,zone_x,zone_y,base_demand,zone_scale,prev_observed_demand,expected_lambda,observed_demand,target_demand
0,0.0,0.0,1.0,0.0,-3.0,-3.0,6.821770191192627,-0.3163553774356842,0.0,1.6376140117645264,1.819878101348877,1.0
1,0.0,0.0,1.0,0.0,0.0,-3.0,4.618720054626465,-0.1558186113834381,0.0,1.3691197633743286,0.0,0.0
2,0.0,0.0,1.0,0.0,3.0,-3.0,3.2458410263061523,0.010331494733691216,0.0,1.1515297889709473,0.2109060436487198,0.0
3,0.0,0.0,1.0,0.0,-3.0,0.0,3.099165916442871,-0.581257700920105,0.0,0.4556965231895447,2.5420820713043213,2.0
4,0.0,0.0,1.0,0.0,0.0,0.0,7.879621505737305,-0.0546979159116745,0.0,2.6155319213867188,4.056407451629639,4.0
5,0.0,0.0,1.0,0.0,3.0,0.0,8.476533889770508,-0.31147775053977966,0.0,2.0493695735931396,0.553900420665741,1.0
6,0.0,0.0,1.0,0.0,-3.0,3.0,6.639814853668213,-0.18306684494018555,0.0,1.9046998023986816,0.4469647705554962,1.0
7,0.0,0.0,1.0,0.0,0.0,3.0,7.376979351043701,-0.13606475293636322,0.0,2.2379159927368164,2.7253644466400146,3.0
8,0.0,0.0,1.0,0.0,3.0,3.0,6.261749744415283,-0.07907503843307495,0.0,2.024901866912842,0.13211707770824432,0.0
0,1.0,0.25881904510252074,0.9659258262890683,0.0,-3.0,-3.0,6.821770191192627,-0.3163553774356842,1.819878101348877,1.6573880910873413,2.257918119430542,2.0
1,1.0,0.25881904510252074,0.9659258262890683,0.0,0.0,-3.0,4.618720054626465,-0.1558186113834381,0.0,1.3856518268585205,2.417625665664673,2.0
2,1.0,0.25881904510252074,0.9659258262890683,0.0,3.0,-3.0,3.2458410263061523,0.010331494733691216,0.2109060436487198,1.16543447971344,2.289529323577881,3.0
3,1.0,0.25881904510252074,0.9659258262890683,0.0,-3.0,0.0,3.099165916442871,-0.581257700920105,2.5420820713043213,0.461199015378952,0.0,0.0
4,1.0,0.25881904510252074,0.9659258262890683,0.0,0.0,0.0,7.879621505737305,-0.0546979159116745,4.056407451629639,2.6471142768859863,1.7381387948989868,2.0
5,1.0,0.25881904510252074,0.9659258262890683,0.0,3.0,0.0,8.476533889770508,-0.31147775053977966,0.553900420665741,2.074115514755249,1.2981188297271729,2.0
6,1.0,0.25881904510252074,0.9659258262890683,0.0,-3.0,3.0,6.639814853668213,-0.18306684494018555,0.4469647705554962,1.9276988506317139,2.0436208248138428,1.0
7,1.0,0.25881904510252074,0.9659258262890683,0.0,0.0,3.0,7.376979351043701,-0.13606475293636322,2.7253644466400146,2.2649385929107666,3.70245361328125,4.0
8,1.0,0.25881904510252074,0.9659258262890683,0.0,3.0,3.0,6.261749744415283,-0.07907503843307495,0.13211707770824432,2.0493524074554443,1.1973817348480225,1.0
0,2.0,0.49999999999999994,0.8660254037844387,0.0,-3.0,-3.0,6.821770191192627,-0.3163553774356842,2.257918119430542,1.7284449338912964,1.0966057777404785,1.0
1,2.0,0.49999999999999994,0.8660254037844387,0.0,0.0,-3.0,4.618720054626465,-0.1558186113834381,2.417625665664673,1.4450585842132568,1.648682713508606,2.0
2,2.0,0.49999999999999994,0.8660254037844387,0.0,3.0,-3.0,3.2458410263061523,0.010331494733691216,2.289529323577881,1.2153998613357544,1.195268154144287,2.0
3,2.0,0.49999999999999994,0.8660254037844387,0.0,-3.0,0.0,3.099165916442871,-0.581257700920105,0.0,0.48097190260887146,0.1590878665447235,1.0
4,2.0,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,7.879621505737305,-0.0546979159116745,1.7381387948989868,2.760603427886963,6.301609516143799,6.0
